,name,cname,symbol,category
9659,"SeqLL, Inc.","SeqLL, Inc.",SQL,
9660,"cbdMD, Inc.","cbdMD, Inc.",YCBD,
9661,ProShares Ultra Consumer Goods,ProShares Ultra Consumer Goods,UGE,股权
9662,"Tivic Health Systems, Inc.","Tivic Health Systems, Inc.",TIVC,
9663,Brenmiller Energy Ltd.,Brenmiller Energy Ltd.,BNRG,
9664,ProShares UltraShort MidCap400,ProShares UltraShort MidCap400,MZZ,股权
9665,"My Size, Inc.","My Size, Inc.",MYSZ,
9666,"Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc.",CYCC,生物技术和制药
9667,"Clarus Therapeutics Holdings, Inc.","Clarus Therapeutics Holdings, Inc.",CRXT,
9668,First Trust EIP Carbon Impact ETF,First Trust EIP Carbon Impact ETF,ECLN,
9669,"ThermoGenesis Holdings, Inc.","ThermoGenesis Holdings, Inc.",THMO,
9670,"Aclarion, Inc.","Aclarion, Inc.",ACON,
9671,Global X China Energy ETF,中国能源指数ETF-Global X,CHIE,股权
9672,"Atlas Financial Holdings, Inc.","Atlas Financial Holdings, Inc.",AFH,
9673,Rex Energy Corp.,Rex Energy Corp.,REXX,油气
9674,PowerShares Russell 1000 Enhanced Equal Weight Portfolio,PowerShares Russell 1000 Enhanced Equal Weight Portfolio,USEQ,
9675,SCWorx Corp.,SCWorx Corp.,WORX,
9676,Brand Value ETF,Brand Value ETF,BVAL,
9677,Power REIT,Power REIT,PW,房地产信托投资基金
9678,Infusive Compounding Global Equities ETF,Infusive Compounding Global Equities ETF,JOYY,
9679,"Yuma Energy, Inc.","Yuma Energy, Inc.",YUMA,
9680,"Dextera Surgical, Inc.","Dextera Surgical, Inc.",DXTR,
9681,Xtrackers FTSE Emerging Comprehensive Factor ETF,Xtrackers FTSE Emerging Comprehensive Factor ETF,DEMG,
9682,ProShares Short Euro,ProShares 做空欧元 ETF,EUFX,股权
9683,Pacer US Export Leaders ETF,Pacer US Export Leaders ETF,PEXL,
9684,Invesco International Ultra Dividend Revenue ETF,Invesco International Ultra Dividend Revenue ETF,RIDV,
9685,"Seelos Therapeutics, Inc.","Seelos Therapeutics, Inc.",SEEL,
9686,Zions Bancorporation,锡安银行,ZIONW,银行
9687,Lehman ABS Corp 7.75% CorTS Toys R Us Deb-backed Series 2001-31,Lehman ABS Corp 7.75% CorTS Toys R Us Deb-backed Series 2001-31,XKE,
9688,Amplify International Online Retail ETF,Amplify International Online Retail ETF,XBUY,
9689,ProShares UltraShort Consumer Goods,ProShares UltraShort Consumer Goods,SZK,股权
9690,"National American University Holdings, Inc.","National American University Holdings, Inc.",NAUH,
9691,DMK Pharmaceuticals Corp.,DMK Pharmaceuticals Corp.,DMK,
9692,Direxion Daily Small Cap Bull 2x Shares,Direxion Daily Small Cap Bull 2x Shares,SMLL,
9693,Crossroads Systems,Crossroads Systems,CRDS,电信
9694,Nuvectra Corp.,Nuvectra Corp.,NVTR,
9695,Assure Holdings Corp.,Assure Holdings Corp.,IONM,
9696,"Finch Therapeutics Group, Inc.","Finch Therapeutics Group, Inc.",FNCH,
9697,"TENON Medical, Inc.","TENON Medical, Inc.",TNON,
9698,ETRACS S&P GSCI Crude Oil Total Return Index ETN,ETRACS S&P GSCI Crude Oil Total Return Index ETN,OILX,
9699,"Aralez Pharmaceuticals, Inc.","Aralez Pharmaceuticals, Inc.",ARLZ,
9700,iShares Currency Hedged MSCI South Korea ETF,iShares Currency Hedged MSCI South Korea ETF,HEWY,
9701,"N2OFF, Inc.","N2OFF, Inc.",NITO,
9702,Global X MSCI China Information Technology ETF,Global X MSCI China Information Technology ETF,CHIK,
9703,Global X JPMorgan US Sector Rotator Index ETF,Global X JPMorgan US Sector Rotator Index ETF,SCTO,
9704,"NanoVibronix, Inc.","NanoVibronix, Inc.",NAOV,
9705,VANECK VECTORS ETF TRUST MUN ALLOCATION ETF,VANECK VECTORS ETF TRUST MUN ALLOCATION ETF,MAAX,
9706,"CohBar, Inc.","CohBar, Inc.",CWBR,
9707,ETRACS CMCI Agriculture Total Return ETN,ETRACS CMCI Agriculture Total Return ETN,UAG,环球
9708,"iSUN, Inc.","iSUN, Inc.",ISUN,
9709,Breakwave Dry Bulk Shipping ETF,Breakwave Dry Bulk Shipping ETF,BDRY,
9710,"Toughbuilt Industries, Inc.","Toughbuilt Industries, Inc.",TBLT,
9711,"Alliqua BioMedical, Inc.","Alliqua BioMedical, Inc.",ALQA,生物技术和制药
9712,Defiance Next Gen Food & Agriculture ETF,Defiance Next Gen Food & Agriculture ETF,DIET,
9713,Cushing Energy & MLP ETF,Cushing Energy & MLP ETF,XLEY,
9714,"Troika Media Group, Inc.","Troika Media Group, Inc.",TRKA,
9715,"Superconductor Technologies, Inc.",超导技术,SCON,计算机硬件
9716,"Vical, Inc.","Vical, Inc.",VICL,生物技术和制药
9717,Impact Shares Sustainable Development Goals Global ETF,Impact Shares Sustainable Development Goals Global ETF,SDGA,
9718,Global X Thematic Growth ETF,Global X Thematic Growth ETF,GXTG,
9719,Xtrackers MSCI United Kingdom Hedged Equity ETF,Xtrackers MSCI United Kingdom Hedged Equity ETF,DBUK,
9720,Invesco PureBeta FTSE Emerging Markets ETF,Invesco PureBeta FTSE Emerging Markets ETF,PBEE,
9721,iPath US Treasury Long Bond Bear ETN,iPath US Treasury Long Bond Bear ETN,DLBS,股权
9722,ProShares UltraPro Short Financials,ProShares UltraPro Short Financials,FINZ,股权
9723,Internap Corp.,Internap网络服务,INAP,互联网
9724,"Valeritas Holdings, Inc.","Valeritas Holdings, Inc.",VLRX,
9725,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc.",WHLRP,
9726,"Approach Resources, Inc.",Approach资源,AREX,油气
9727,FieldPoint Petroleum Corp,FieldPoint Petroleum Corp,FPP,油气
9728,Invesco S&P 500 Minimum Variance ETF,Invesco S&P 500 Minimum Variance ETF,SPMV,
9729,Xtrackers Germany Equity ETF,Xtrackers Germany Equity ETF,GRMY,
9730,Galmed Pharmaceuticals Ltd.,Galmed Pharmaceuticals Ltd.,GLMD,
9731,Global X MSCI China Consumer Staples ETF,Global X MSCI China Consumer Staples ETF,CHIS,
9732,Medley LLC,Medley LLC,MDLQ,
9733,RYZZ Managed Futures Strategy Plus ETF,RYZZ Managed Futures Strategy Plus ETF,RYZZ,
9734,Capital Link NextGen Vehicles & Technology ETF,Capital Link NextGen Vehicles & Technology ETF,EKAR,
9735,"Codiak BioSciences, Inc.","Codiak BioSciences, Inc.",CDAK,
9736,"PARTS iD, Inc.","PARTS iD, Inc.",ID,
9737,AGFiQ US Market Neutral Momentum Fund,AGFiQ US Market Neutral Momentum Fund,MOM,股权
9738,Wells-Gardner Electronics Corp,Wells-Gardner Electronics Corp,WGA,计算机硬件
9739,The WEAR ETF,The WEAR ETF,WEAR,
9740,Cyanotech Corp.,赛安诺科技,CYAN,生物技术和制药
9741,Liquid Media Group Ltd.,Liquid Media Group Ltd.,YVR,
9742,Forbes Energy Services Ltd,Forbes Energy Services Ltd,FES,
9743,Teucrium Agricultural Fund,Teucrium Agricultural Fund,TAGS,环球
9744,Global X Scientific Beta Asia ex-Japan ETF,Global X Scientific Beta Asia ex-Japan ETF,SCIX,
9745,Franklin FTSE Latin America ETF,Franklin FTSE Latin America ETF,FLLA,
9746,"Ocuphire Pharma, Inc.","Ocuphire Pharma, Inc.",REXN,
9747,Scinai Immunotherapeutics Ltd.,Scinai Immunotherapeutics Ltd.,SCNI,
9748,"PaxMedica, Inc.","PaxMedica, Inc.",PXMD,
9749,Reality Shares Nasdaq Nexgen Economy China ETF,Reality Shares Nasdaq Nexgen Economy China ETF,BCNA,
9750,"Salarius Pharmaceuticals, Inc.","Salarius Pharmaceuticals, Inc.",SLRX,
9751,"BitNile Metaverse, Inc.","BitNile Metaverse, Inc.",BNMV,
9752,ProShares Short SmallCap600,ProShares Short SmallCap600,SBB,股权
9753,ProShares UltraPro Short Nasdaq Biotechnology,ProShares UltraPro Short Nasdaq Biotechnology,ZBIO,
9754,ProShares S&P 500 Ex-Financials ETF,ProShares S&P 500 Ex-Financials ETF,SPXN,
9755,SPDR MSCI China A Shares IMI ETF,SPDR MSCI China A Shares IMI ETF,XINA,
9756,"Panbela Therapeutics, Inc.","Panbela Therapeutics, Inc.",PBLA,
9757,"Unique Fabricating, Inc.","Unique Fabricating, Inc.",UFAB,
9758,"Nemaura Medical, Inc.","Nemaura Medical, Inc.",NMRD,
9759,ProShares Ultra MSCI Brazil Capped,ProShares Ultra MSCI Brazil Capped,UBR,股权
9760,ETRACS Monthly Pay 2xLeveraged MSCI REIT US INDEX ETN,ETRACS Monthly Pay 2xLeveraged MSCI REIT US INDEX ETN,LRET,
9761,Dynatronics Corp.,Dynatronics Corp.,DYNT,
9762,"Starry Group Holdings, Inc.","Starry Group Holdings, Inc.",STRY,
9763,"Interactive Strength, Inc.","Interactive Strength, Inc.",TRNR,
9764,"InMed Pharmaceuticals, Inc.","InMed Pharmaceuticals, Inc.",INM,
9765,1847 Holdings LLC,1847 Holdings LLC,EFSH,
9766,"Reliance Global Group, Inc.","Reliance Global Group, Inc.",RELI,
9767,"Virpax Pharmaceuticals, Inc.","Virpax Pharmaceuticals, Inc.",VRPX,
9768,"Molekule Group, Inc.","Molekule Group, Inc.",MKUL,
9769,"American Rebel Holdings, Inc.","American Rebel Holdings, Inc.",AREB,
9770,KraneShares MSCI China Environment Index ETF,KraneShares MSCI China Environment Index ETF,KGRN,
9771,Pacer Cash Cows Fund of Funds ETF,Pacer Cash Cows Fund of Funds ETF,HERD,
9772,"Winc, Inc.","Winc, Inc.",WBEV,
9773,"Windtree Therapeutics, Inc.","Windtree Therapeutics, Inc.",WINT,
9774,"Movella Holdings, Inc.","Movella Holdings, Inc.",MVLA,
9775,"Rubicon Technology, Inc.",卢比肯科技,RBCN,半导体
9776,"Acura Pharmaceuticals, Inc.",讴歌制药公司,ACUR,制药
9777,Global X Cannabis ETF,Global X Cannabis ETF,POTX,
9778,"Staffing 360 Solutions, Inc.","Staffing 360 Solutions, Inc.",STAF,
9779,Centurion Acquisition Corp.,Centurion Acquisition Corp.,ALF,
9780,"Orbital Infrastructure Group, Inc.","Orbital Infrastructure Group, Inc.",OIG,
9781,"PolarityTE, Inc.","PolarityTE, Inc.",PTE,
9782,G Medical Innovations Holdings Ltd.,G Medical Innovations Holdings Ltd.,GMVD,
9783,"ENDRA Life Sciences, Inc.","ENDRA Life Sciences, Inc.",NDRA,
9784,"Athenex, Inc.","Athenex, Inc.",ATNX,
9785,Direxion Daily Oil Services Bull 2X Shares,Direxion Daily Oil Services Bull 2X Shares,ONG,环球
9786,CYREN Ltd.,CYREN Ltd.,CYRN,软件
9787,SoFi 50 ETF,SoFi 50 ETF,SFYF,
9788,Global X MSCI China Health Care ETF,Global X MSCI China Health Care ETF,CHIH,
9789,Xtrackers MSCI Latin America Pacific Alliance ETF,Xtrackers MSCI Latin America Pacific Alliance ETF,PACA,
9790,"Near Intelligence, Inc.","Near Intelligence, Inc.",NIR,
9791,Lion Group Holding Ltd.,Lion Group Holding Ltd.,LGHL,
9792,"Inspire Veterinary Partners, Inc.","Inspire Veterinary Partners, Inc.",IVP,
9793,"Surgalign Holdings, Inc.","Surgalign Holdings, Inc.",SRGA,
9794,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fd,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fd,TLEH,
9795,Bone Biologics Corp.,Bone Biologics Corp.,BBLG,
9796,ProShares UltraShort Basic Materials,基础材料ETF-ProShares两倍做空,SMN,股权
9797,"OncoSec Medical, Inc.","OncoSec Medical, Inc.",ONCS,
9798,MultiMetaVerse Holdings Ltd.,MultiMetaVerse Holdings Ltd.,MMV,债务
9799,"LMP Automotive Holdings, Inc.","LMP Automotive Holdings, Inc.",LMPX,
9800,"Sunlight Financial Holdings, Inc.","Sunlight Financial Holdings, Inc.",SUNL,
9801,Global X Defense Tech ETF,西尔斯,SHLD,
9802,Harbor Energy Transition Strategy ETF,Harbor Energy Transition Strategy ETF,RENW,
9803,"Del Taco Restaurants, Inc.","Del Taco Restaurants, Inc.",TACOW,
9804,WisdomTree India Ex-State-Owned Enterprises Fund,WisdomTree India Ex-State-Owned Enterprises Fund,IXSE,
9805,"First Light Acquisition Group, Inc.","First Light Acquisition Group, Inc.",FLAG,股权
9806,"Cenveo, Inc.",森维欧,CVO,
9807,"Simply, Inc.","Simply, Inc.",AWSM,
9808,Destination Maternity Corp.,Destination Maternity Corp.,DEST,零售
9809,Roundhill Video Games ETF,Roundhill Video Games ETF,NERD,
9810,VICTORYSHARES TOP VETERAN EMPLO,VICTORYSHARES TOP VETERAN EMPLO,VTRN,
9811,iShares Currency Hedged MSCI Europe Small-Cap ETF,iShares Currency Hedged MSCI Europe Small-Cap ETF,HEUS,
9812,Invesco U.S. Large Cap Optimized Volatility ETF,Invesco U.S. Large Cap Optimized Volatility ETF,OVLC,
9813,Therapix Biosciences Ltd.,Therapix Biosciences Ltd.,TRPX,
9814,"LogicMark, Inc.","LogicMark, Inc.",LGMK,
9815,ProShares UltraShort Industrials,ProShares UltraShort Industrials,SIJ,股权
9816,"Bluejay Diagnostics, Inc.","Bluejay Diagnostics, Inc.",BJDX,
9817,Guggenheim Large Cap Optimized Diversification ETF,Guggenheim Large Cap Optimized Diversification ETF,OPD,
9818,180 Life Sciences Corp.,180 Life Sciences Corp.,ATNF,
9819,iPath US Treasury 2-Year Bear ETN,iPath US Treasury 2-Year Bear ETN,DTUS,股权
9820,Ucommune International Ltd.,优客工场控股有限公司,UK,
9821,"Infinity Pharmaceuticals, Inc.","Infinity Pharmaceuticals, Inc.",INFI,制药
9822,RXi Pharmaceuticals Corp.,RXi Pharmaceuticals Corp.,RXII,生物技术和制药
9823,First Trust Nasdaq Transportation ETF,First Trust Nasdaq Transportation ETF,FTXR,
9824,Elements Spectrum Large Cap Us Sector Momentum Index Etn,Elements Spectrum Large Cap Us Sector Momentum Index Etn,EEH,股权
9825,"Dermata Therapeutics, Inc.","Dermata Therapeutics, Inc.",DRMA,
9826,Global X China Industrials ETF,中国工业指数ETF-Global X,CHII,股权
9827,Pacer Trendpilot International ETF,Pacer Trendpilot International ETF,PTIN,
9828,"Volcon, Inc.","Volcon, Inc.",VLCN,
9829,"NeuBase Therapeutics, Inc.","NeuBase Therapeutics, Inc.",NBSE,
9830,Amplify Seymour Cannabis ETF,Amplify Seymour Cannabis ETF,CNBS,
9831,Direxion Daily 20+ Year Treasury Bear 1X Shares,20年以上债权做空ETF-Direxion,TYBS,股权
9832,ProShares S&P 500 Ex-Health Care ETF,ProShares S&P 500 Ex-Health Care ETF,SPXV,
9833,RiceBran Technologies,RiceBran Technologies,RIBT,
9834,"Nuburu, Inc","Nuburu, Inc",BURU,
9835,iPath Pure Beta Crude Oil ETN,iPath Pure Beta Crude Oil ETN,OLEM,环球
9836,"Jason Industries, Inc.","Jason Industries, Inc.",JASN,
9837,"Siyata Mobile, Inc.","Siyata Mobile, Inc.",SYTA,
9838,"Lucy Scientific Discovery, Inc.","Lucy Scientific Discovery, Inc.",LSDI,
9839,"Applied UV, Inc.","Applied UV, Inc.",AUVI,
9840,ProShares Ultrashort Gold Miners,ProShares Ultrashort Gold Miners,GDXS,
9841,Exchange Traded Concepts Trust,Exchange Traded Concepts Trust,GHE,
9842,"View, Inc.","View, Inc.",VIEW,
9843,Quotient Ltd.,Quotient Ltd.,QTNT,
9844,InsightShares Patriotic Employers ETF,InsightShares Patriotic Employers ETF,HONR,
9845,"Acutus Medical, Inc.","Acutus Medical, Inc.",AFIB,
9846,"SAExploration Holdings, Inc.","SAExploration Holdings, Inc.",SAEX,
9847,PowerShares Moderately Conservative Multi-Asset Allocation Portf,PowerShares Moderately Conservative Multi-Asset Allocation Portf,PSMM,
9848,"Select Asset, Inc.","Select Asset, Inc.",JBN,
9849,Direxion Daily 7-10 Year Treasury Bear 1x Shares,7-10年债券做空ETF-Direxion,TYNS,股权
9850,Global X China Materials ETF,中国原材料指数ETF-Global X,CHIM,股权
9851,"LSC Communications, Inc.","LSC Communications, Inc.",LKSD,
9852,PainReform Ltd.,PainReform Ltd.,PRFX,
9853,"PLx Pharma, Inc.","PLx Pharma, Inc.",PLXP,
9854,"Histogen, Inc.","Histogen, Inc.",HSTO,
9855,PowerShares Conservative Multi-Asset Allocation Portfolio,PowerShares Conservative Multi-Asset Allocation Portfolio,PSMC,
9856,"CN Energy Group, Inc.",中北能源集团有限公司,CNEY,
9857,Direxion Daily S&amp;P Biotech Bear 1X Shares,Direxion Daily S&amp;P Biotech Bear 1X Shares,LABS,
9858,MicroSectors FANG+ Index Inverse ETNS,MicroSectors FANG+ Index Inverse ETNS,GNAF,
9859,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,GAZ,股权
9860,First Trust IPOX Europe Equity Opportunities ETF,First Trust IPOX Europe Equity Opportunities ETF,FPXE,
9861,Escalon Medical Corp.,埃斯卡龙医疗,ESMC,医疗保健产品
9862,Global X MSCI China Utilities ETF,Global X MSCI China Utilities ETF,CHIU,
9863,"Qualigen Therapeutics, Inc.","Qualigen Therapeutics, Inc.",QLGN,
9864,Renaissance International IPO ETF,Renaissance International IPO ETF,IPOS,
9865,ProShares UltraShort Health Care,ProShares UltraShort Health Care,RXD,股权
9866,WISDOMTREE TRUST JAPAN MULTIFACTOR FUND,WISDOMTREE TRUST JAPAN MULTIFACTOR FUND,JNMF,
9867,"Bird Global, Inc.","Bird Global, Inc.",BRDS,
9868,Gabelli NextShares Trust Gabelli Food of All Nations NextShares,Gabelli NextShares Trust Gabelli Food of All Nations NextShares,FOANC,
9869,Global X MSCI China Real Estate ETF,Global X MSCI China Real Estate ETF,CHIR,
9870,"Quanergy Systems, Inc.","Quanergy Systems, Inc.",QNGY,
9871,"FC Global Realty, Inc.","FC Global Realty, Inc.",FCRE,
9872,Sprott Physical Gold Trust,Sprott Physical Gold Trust,PHYS,债务
9873,"Timber Pharmaceuticals, Inc.","Timber Pharmaceuticals, Inc.",TMBR,
9874,iShares Currency Hedged MSCI Australia ETF,iShares Currency Hedged MSCI Australia ETF,HAUD,
9875,SITO Mobile Ltd.,SITO Mobile Ltd.,SITO,
9876,"Baudax Bio, Inc.","Baudax Bio, Inc.",BXRX,
9877,"Biocept, Inc.","Biocept, Inc.",BIOC,生物技术和制药
9878,"Evelo Biosciences, Inc.","Evelo Biosciences, Inc.",EVLO,
9879,Portman Ridge Finance Corp.,Portman Ridge Finance Corp.,PTMN,
9880,AAM S&P Developed Markets High Dividend Value ETF,AAM S&P Developed Markets High Dividend Value ETF,DMDV,
9881,Portfolio+ S&P Mid Cap ETF,Portfolio+ S&P Mid Cap ETF,PPMC,
9882,Northern Star Investment Corp. III,Northern Star Investment Corp. III,NSTC,
9883,Cushing Utility & MLP ETF,Cushing Utility & MLP ETF,XLUY,
9884,Portfolio+ Developed Markets ETF,Portfolio+ Developed Markets ETF,PPDM,
9885,MS Structured SATURNS Series 2007-1,MS Structured SATURNS Series 2007-1,HJV,
9886,"Altimmune, Inc.","Altimmune, Inc.",ALT,股权
9887,"American Electric Technologies, Inc.",美国电力技术,AETI,
9888,"9 Meters Biopharma, Inc.","9 Meters Biopharma, Inc.",NMTR,
9889,Triangle Petroleum Corp.,Triangle Petroleum Corp.,TPLM,油气
9890,Kalera Public Ltd. Co.,Kalera Public Ltd. Co.,KAL,
9891,Pacer Emerging Markets Cash Cows 100 ETF,Pacer Emerging Markets Cash Cows 100 ETF,ECOW,
9892,Putnam PanAgora ESG Emerging Markets Equity ETF,Putnam PanAgora ESG Emerging Markets Equity ETF,PPEM,
9893,DragonWave Inc,DragonWave Inc,DRWI,计算机硬件
9894,ProShares UltraShort Consumer Services,ProShares UltraShort Consumer Services,SCC,股权
9895,WisdomTree CBOE Russell 2000 PutWrite Strategy Fund,WisdomTree CBOE Russell 2000 PutWrite Strategy Fund,RPUT,
9896,Invivo Therapeutics Holdings Corp.,Invivo Therapeutics Holdings Corp.,NVIV,
9897,Franklin FTSE South Africa ETF,Franklin FTSE South Africa ETF,FLZA,
9898,ELEMENTS Linked to ICE BofAML Commodity Index eXtra Biofuels,ELEMENTS Linked to ICE BofAML Commodity Index eXtra Biofuels,FUE,股权
9899,Sunshine Heart Inc,Sunshine Heart Inc,SSH,
9900,"Waitr Holdings, Inc.","Waitr Holdings, Inc.",WTRH,
9901,"Impel Pharmaceuticals, Inc.","Impel Pharmaceuticals, Inc.",IMPL,
9902,Gabelli NextShares,Gabelli NextShares,PETZC,
9903,KraneShares Emerging Markets Healthcare Index ETF,KraneShares Emerging Markets Healthcare Index ETF,KMED,
9904,"Yield10 Bioscience, Inc.","Yield10 Bioscience, Inc.",YTEN,
9905,"SinglePoint, Inc.","SinglePoint, Inc.",SING,
9906,"Evofem Biosciences, Inc.","Evofem Biosciences, Inc.",EVFM,
9907,"Neptune Wellness Solutions, Inc.","Neptune Wellness Solutions, Inc.",NEPT,制药
9908,VelocityShares 3x Long Crude Oil ETN,VelocityShares 三倍做多原油 ETN,UWT,
9909,The Acquirers Fund,The Acquirers Fund,ZIG,
9910,AGFiQ US Market Neutral Size Fund,AGFiQ US Market Neutral Size Fund,SIZ,股权
9911,Velocityshares Daily 2x VIX Medium-Term ETN,Velocityshares Daily 2x VIX Medium-Term ETN,TVIZ,股权
9912,"China Sxt Pharmaceuticals, Inc.",苏轩堂,SXTC,
9913,Amira Nature Foods Ltd.,Amira Nature Foods Ltd.,ANFI,
9914,"Altus Power, Inc.","Altus Power, Inc.",AMPS,股权
9915,iShares Currency Hedged MSCI Mexico ETF,iShares Currency Hedged MSCI Mexico ETF,HEWW,
9916,"Firsthand Technology Value Fund, Inc.","Firsthand Technology Value Fund, Inc.",SVVC,股权
9917,Sprott Physical Silver Trust,Sprott Physical Silver Trust,PSLV,债务
9918,ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders,ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders,HOML,
9919,"Athersys, Inc.","Athersys, Inc.",ATHX,生物技术和制药
9920,"Acorda Therapeutics, Inc.",阿索尔达生物制药公司,ACOR,生物技术
9921,ESGL Holdings Ltd.,ESGL Holdings Ltd.,ESGL,
9922,"PAVmed, Inc.","PAVmed, Inc.",PAVMZ,
9923,Adlai Nortye Ltd.,Adlai Nortye Ltd.,ALN,
9924,Jamf Holding Corp.,Jamf Holding Corp.,JAMF,
9925,AGFiQ U.S. Market Neutral Value Fund,AGFiQ U.S. Market Neutral Value Fund,CHEP,股权
9926,"PAVmed, Inc.","PAVmed, Inc.",PAVMW,
9927,"Comera Life Sciences Holdings, Inc.","Comera Life Sciences Holdings, Inc.",CMRA,
9928,ProShares Ultrapro Short Communication Services Select Sector,ProShares Ultrapro Short Communication Services Select Sector,SCOM,
9929,"Giga-tronics, Inc.",千兆微波,GIGA,电子
9930,"Esports Entertainment Group, Inc.","Esports Entertainment Group, Inc.",GMBL,
9931,Gabelli RBI NextShares,Gabelli RBI NextShares,GRBIC,
9932,ProShares UltraShort MSCI EAFE,ProShares UltraShort MSCI EAFE,EFU,股权
9933,Northern Star Investment Corp. IV,Northern Star Investment Corp. IV,NSTD,
9934,"Nogin, Inc.","Nogin, Inc.",NOGN,
9935,"Helbiz, Inc.","Helbiz, Inc.",HLBZ,
9936,"BioAmber, Inc.","BioAmber, Inc.",BIOA,
9937,"Select Asset, Inc.","Select Asset, Inc.",JBR,
9938,CalAmp Corp.,CalAmp Corp.,CAMP,计算机硬件
9939,"Rand Logistics, Inc.","Rand Logistics, Inc.",RLOG,
9940,DB Commodity Double Long Exchange Traded Notes,DB Commodity Double Long Exchange Traded Notes,DYY,环球
9941,Active Alts Contrarian ETF,Active Alts Contrarian ETF,SQZZ,
9942,"micromobility.com, Inc.","micromobility.com, Inc.",MCOM,
9943,DB Crude Oil Short Exchange Traded Notes,PowerShares 原油做空 ETN,SZO,股权
9944,"Cuentas, Inc.","Cuentas, Inc.",CUEN,
